SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
213011336,8,3,48,36,6,24,117,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,67,43,26,12,143,130,25,51,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,3,3,0,6,0,7,3,0,0,11,670,1043,407,90,2214,791,231,223,3455,503,760,335,66,1659,495,175,124,2449,107,101,74,12,288,155,37,44,523,69,84,26,11,191,47,22,15,279,177,185,102,18,480,201,60,57,803,18,12,8,5,47,86,7,14,148,8,3,0,0,10,15,4,3,28,8,4,0,0,9,11,0,9,26,11,6,6,4,27,53,14,3,96,0,0,0,0,0,0,0,0,5,45,26,17,6,98,160,19,26,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0
213011337,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,..,0,0,0,0,6,0,3,0,9,18,31,25,0,84,63,11,18,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,3,9,17,5,0,0,0,8,3,3,9,20,6,0,0,0,3,10,3,0,14,698,1315,657,91,2760,736,137,181,3817,577,1149,557,67,2353,664,164,193,3370,29,41,29,5,108,47,7,14,172,75,108,51,4,242,67,29,10,349,102,152,85,10,349,113,38,26,522,25,29,18,0,76,70,3,23,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,3,0,5,16,26,34,25,0,83,71,4,26,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
213011338,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,4,0,0,0,3,31,38,32,4,110,75,13,22,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,3,7,0,0,0,6,6,0,0,20,1370,2113,993,148,4618,1190,247,306,6358,1201,1717,871,98,3891,1029,207,245,5375,50,93,45,7,202,123,21,29,368,106,197,82,9,403,105,33,17,561,157,299,130,17,599,231,55,48,932,26,42,26,4,98,62,14,19,190,4,0,0,0,4,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,0,0,6,28,44,29,4,105,81,14,19,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011339,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,26,26,11,0,60,34,8,5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,677,1680,545,65,2959,601,98,181,3839,553,1198,356,29,2130,365,50,93,2634,122,140,115,13,390,230,16,31,668,105,174,111,20,412,132,33,35,606,225,313,230,32,798,360,49,67,1273,9,5,4,0,25,5,0,0,26,11,8,5,0,22,38,3,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,9,4,43,38,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011340,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,5,4,0,17,22,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,1249,2841,540,64,4699,628,49,193,5565,1367,2499,535,41,4444,530,57,110,5147,99,78,27,0,207,154,8,17,378,22,48,26,0,94,36,8,3,141,124,120,54,5,303,190,9,23,519,0,5,3,0,13,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,0,13,15,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
213011569,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,7,0,8,0,0,16,22,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,5,0,0,12,0,0,0,0,4,4,0,0,5,1187,2220,938,102,4444,1031,182,359,6018,1113,1946,773,106,3943,966,179,316,5405,76,134,76,8,295,147,14,32,488,54,70,56,6,191,62,3,9,266,133,202,132,18,488,210,21,45,758,6,0,0,0,11,14,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,4,0,6,0,12,23,4,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011570,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,4,0,4,13,10,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1322,279,18,1967,196,50,94,2304,319,1375,290,23,2014,177,56,88,2338,3,3,0,0,14,4,0,0,18,13,5,10,0,29,22,5,5,60,17,8,13,0,41,27,5,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213021341,14,3,60,65,7,25,148,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,72,25,37,7,137,235,27,52,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,4,0,0,11,6,0,0,0,12,4,0,0,11,0,0,0,0,0,4,0,0,12,1378,1449,487,67,3385,1578,168,279,5409,988,1241,377,41,2647,836,86,113,3679,200,116,52,6,379,385,14,31,807,265,224,84,4,582,197,22,35,841,469,338,139,10,962,584,40,72,1654,39,13,16,3,73,134,5,19,228,3,0,0,0,6,59,0,13,76,29,15,21,0,59,85,0,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,75,23,32,5,138,278,9,36,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
213021342,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,78,59,48,9,192,121,4,22,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,3,5,0,0,0,4,3,0,0,6,1635,2434,938,107,5112,1563,198,293,7174,1512,2014,825,79,4430,1478,147,230,6284,115,125,65,6,318,207,21,26,573,38,43,25,7,110,28,3,6,151,157,171,90,12,429,239,25,30,722,43,49,44,4,141,154,7,10,314,0,0,0,0,0,0,0,0,0,9,4,4,0,15,46,3,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,53,53,4,161,200,15,20,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213021343,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,43,25,38,8,117,136,9,33,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,0,3,14,3,5,0,0,8,6,0,3,13,4,5,5,6,17,5,0,0,25,1234,1530,683,109,3558,1331,194,298,5380,889,1231,470,71,2666,933,94,198,3891,159,133,60,3,354,245,19,29,648,286,314,126,21,738,215,55,68,1083,440,448,187,19,1099,463,76,98,1729,18,14,12,3,37,110,8,16,173,3,8,13,0,23,12,0,4,42,4,0,0,0,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,24,4,68,121,8,20,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
213021344,0,0,11,12,0,0,26,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,96,55,30,7,183,244,37,36,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,18,12,4,4,41,8,13,3,0,23,12,4,4,41,11,15,0,0,20,15,0,0,39,1599,2378,630,92,4694,1516,293,284,6791,1028,1925,443,58,3451,819,133,136,4540,179,133,60,12,380,277,21,38,718,382,548,129,12,1070,254,40,33,1409,561,680,192,26,1457,536,65,76,2124,82,42,40,7,169,203,19,34,428,15,0,0,0,16,23,3,4,46,5,0,4,0,11,8,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,45,47,7,195,240,28,41,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0
213021345,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,356,798,191,17,1368,230,33,84,1720,357,743,204,17,1324,237,35,56,1654,6,7,0,0,14,19,5,5,39,0,5,0,0,9,0,0,0,5,6,17,0,0,22,15,5,5,49,5,6,3,0,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,19,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213021346,34,4,45,91,7,25,173,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,135,50,88,3,280,483,26,116,897,6,0,0,0,3,30,0,23,66,0,0,0,0,0,0,0,0,0,3,3,5,0,10,3,0,0,15,8,3,3,0,16,41,0,23,79,3,8,0,0,9,10,0,5,28,1340,2122,523,67,4053,1483,111,340,5984,917,1517,271,32,2738,509,46,64,3361,167,137,77,0,385,363,13,43,805,311,458,129,8,897,237,15,48,1200,474,590,200,10,1277,608,25,91,2007,68,28,30,10,134,235,18,26,414,28,17,8,0,54,75,3,12,141,49,13,8,0,70,87,0,8,172,19,6,23,7,52,97,3,12,159,0,0,0,0,0,0,0,6,4,162,62,73,15,311,499,28,59,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
213031347,11,8,87,55,25,15,183,..,..,..,..,..,..,..,..,..,0,0,0,0,5,0,0,0,5,191,68,41,14,315,230,75,63,684,4,0,0,0,4,11,0,79,90,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,6,3,21,0,3,0,0,13,21,0,82,110,10,4,5,0,19,6,5,5,33,1219,1836,918,186,4153,1539,482,473,6649,610,1110,557,93,2361,665,246,161,3433,190,179,161,27,563,509,50,103,1221,524,573,199,51,1346,326,190,76,1939,715,760,363,79,1908,837,241,177,3158,43,18,23,4,86,111,14,23,240,84,30,20,8,140,110,22,16,291,24,11,7,4,48,75,17,12,156,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,4,10,150,63,54,18,281,305,51,57,692,0,0,0,0,0,5,0,29,43,0,0,0,0,0,0,0,0,0,0,3,0,0
213031348,31,33,443,620,178,175,1412,..,..,..,..,..,..,..,..,..,0,4,0,0,3,4,0,0,12,703,380,149,83,1313,1334,406,371,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,9,9,0,27,14,7,15,63,9,9,9,0,27,14,7,25,72,4,3,0,0,10,28,5,0,45,1554,1187,495,170,3417,2127,898,652,7093,640,610,237,52,1528,489,304,99,2419,95,48,30,9,177,130,35,30,373,205,142,98,22,471,211,90,41,822,299,192,133,28,653,348,128,71,1193,210,152,80,24,465,437,86,83,1072,164,75,38,13,293,324,60,46,725,304,70,49,28,450,614,93,134,1284,278,64,51,18,417,535,71,85,1109,0,0,0,0,5,3,0,0,11,961,365,218,77,1626,1916,312,358,4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,3
213031349,25,16,388,319,73,116,903,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,389,145,61,24,619,511,128,184,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,1140,1408,361,103,3014,1017,376,339,4752,391,782,190,29,1389,249,67,39,1745,26,12,4,0,52,26,0,6,84,423,462,142,31,1065,347,97,47,1557,449,475,148,35,1109,377,100,52,1638,89,38,24,10,158,195,39,38,429,33,24,3,3,63,37,5,4,119,248,86,51,12,395,414,51,44,908,113,23,18,3,160,225,14,16,426,0,0,0,0,4,0,0,0,0,482,168,101,28,779,874,113,113,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213031350,4,3,14,39,8,7,66,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,167,73,46,18,302,354,59,69,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,0,0,11,4,7,4,31,9,6,0,0,11,11,7,6,34,4,4,0,0,6,19,0,0,32,920,1099,287,49,2355,982,277,207,3821,634,978,218,50,1873,420,136,45,2476,64,39,18,4,128,104,17,11,256,96,87,17,5,206,81,23,11,319,164,134,32,11,336,184,35,20,579,88,37,32,13,165,270,33,30,494,40,11,9,10,72,114,11,14,209,4,0,0,0,8,37,0,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,58,41,17,249,420,43,53,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0
213031351,8,3,46,32,7,12,95,..,..,..,..,..,..,..,..,..,3,0,0,0,9,6,4,0,10,224,139,61,27,448,447,99,125,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,8,3,4,0,19,3,4,3,0,8,5,4,3,22,5,6,0,0,4,10,0,0,16,1033,1222,425,85,2754,1154,394,284,4596,683,1010,279,38,2012,497,204,66,2775,80,60,42,4,187,203,33,39,465,167,109,32,6,312,90,46,23,477,245,167,72,13,500,296,82,66,946,106,55,43,9,219,316,51,85,664,49,26,7,3,86,171,29,50,326,27,13,13,0,57,49,3,13,126,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,0,4,16,185,99,62,22,371,537,81,147,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
213031352,0,0,25,17,3,3,49,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,160,27,18,11,213,243,67,51,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,6,0,28,14,15,5,64,23,3,6,0,28,14,15,7,66,0,0,0,0,0,0,0,0,5,1464,1834,475,87,3862,1299,382,296,5829,1105,1699,379,57,3241,849,198,120,4413,91,47,29,5,173,141,20,10,339,206,187,58,7,463,149,43,28,677,291,241,87,11,629,294,61,38,1016,44,21,12,5,91,148,27,23,291,70,6,10,6,98,132,17,11,248,10,3,3,0,16,24,7,4,47,30,6,8,0,42,59,3,11,111,0,3,0,0,3,0,0,0,3,155,43,35,11,245,357,53,50,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,10,0
213041353,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,3,0,6,63,0,9,81,4,0,0,0,7,22,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,14,24,0,5,36,5,3,0,0,6,12,0,3,23,1821,2586,899,53,5354,1613,130,391,7484,2220,3067,1003,71,6361,1503,146,242,8248,111,45,67,8,236,376,18,38,673,29,12,27,4,72,48,0,7,132,147,62,93,9,311,432,20,53,806,0,0,0,0,0,39,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,0,11,3,0,0,0,8,71,0,7,82,10,0,0,0,15,18,0,20,54,0,0,0,0,0,0,0,5,4,0,0,0,0
213041358,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,3,0,5,7,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,1247,2224,972,59,4504,928,150,339,5921,1324,2578,1102,57,5060,1102,131,382,6680,53,73,56,6,192,112,14,25,336,0,4,9,0,15,9,6,4,33,49,77,70,6,206,125,12,24,371,8,11,16,0,37,22,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,11,14,0,34,28,0,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041359,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,85,5,39,138,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,16,0,0,0,21,82,5,39,143,0,6,0,0,11,0,0,0,9,146,176,77,10,406,160,23,127,722,933,2432,400,53,3811,508,89,221,4624,9,7,4,0,21,3,0,0,26,11,7,4,0,21,3,0,4,31,13,15,7,0,41,10,0,4,58,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,8,94,4,29,136,0,0,0,0,0,0,0,0,0,0,0,0,0
213041360,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11,5,4,0,20,20,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,883,3352,526,44,4803,499,48,175,5521,720,3163,510,32,4422,355,48,107,4929,103,111,31,0,250,122,0,6,378,71,111,90,11,277,69,8,27,384,175,220,122,11,527,191,8,33,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041461,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,687,176,9,1182,274,16,37,1516,264,875,159,15,1318,157,17,36,1526,56,21,9,0,89,149,5,6,247,0,3,0,0,4,0,0,0,4,56,22,9,0,95,149,5,6,250,3,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041462,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1022,213,21,1487,108,27,64,1695,211,1048,182,15,1458,81,25,33,1592,10,55,12,0,78,7,0,0,82,8,44,20,4,74,7,3,4,89,17,95,32,4,151,15,3,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
