SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
213041575,651,2487,378,31,3550,293,33,100,3975,69,82,66,8,229,91,10,16,343,12,29,16,4,66,18,0,4,86,84,108,83,13,291,103,11,19,429,28,24,37,3,89,39,10,11,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,28,24,37,3,89,39,10,11,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,2627,503,42,3932,434,52,128,4547,756,2514,435,37,3748,345,32,157,4287,68,78,66,6,217,98,13,19,339,27,38,39,4,104,23,3,16,153,93,117,96,10,323,122,13,36,493,4,24,13,0,42,18,6,0,62,0,0,3,0,3,9,0,4,11,0,0
213041576,774,1285,441,34,2534,487,72,143,3233,24,19,12,5,59,34,5,6,99,0,3,0,0,3,4,0,0,10,24,25,13,5,62,31,5,4,109,10,15,19,0,47,29,4,8,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,15,19,0,47,28,4,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,813,1317,475,38,2645,553,83,158,3439,808,1276,480,28,2593,567,81,184,3426,39,59,56,3,156,74,9,15,256,0,4,6,0,9,6,4,0,14,38,60,61,3,165,79,15,20,273,0,0,3,0,3,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0
213041577,638,703,498,31,1871,623,83,77,2651,22,10,22,0,46,73,12,6,134,7,0,0,0,11,0,0,3,15,22,7,21,0,56,75,11,11,147,50,19,49,0,121,164,3,14,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,3,0,0,5,51,19,46,0,124,163,3,16,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,715,736,564,39,2056,858,95,103,3113,592,697,480,36,1799,597,97,145,2634,41,39,51,4,132,240,11,41,430,18,18,34,3,68,24,3,17,110,56,57,80,4,201,269,17,62,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041578,623,766,528,51,1965,682,99,135,2882,49,35,49,4,143,97,11,17,267,5,3,4,0,14,4,0,3,28,57,39,59,4,159,101,10,24,295,13,14,41,0,71,77,3,16,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,13,14,41,0,71,77,3,16,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,698,820,624,62,2198,860,110,174,3349,760,957,606,51,2377,732,138,260,3506,50,56,75,11,193,216,28,34,465,9,6,16,0,36,12,3,0,58,59,65,89,12,225,226,32,35,522,9,5,14,0,29,12,6,7,51,0,0,0,0,0,0,0,0,0,0,0
213051361,1121,2600,736,62,4520,756,87,187,5559,69,173,65,5,309,55,6,13,393,12,30,14,0,53,5,5,5,68,82,202,77,7,367,63,13,16,458,43,23,24,4,94,93,5,12,195,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,13,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,42,27,29,4,96,95,12,14,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1247,2827,844,69,4985,915,114,217,6233,1112,2412,702,54,4271,715,87,245,5319,107,233,84,7,432,115,15,14,574,17,41,22,8,83,16,5,9,118,124,280,101,14,513,132,20,19,685,59,65,52,9,177,122,14,32,342,0,0,0,0,0,0,0,0,0,0,0
213051362,1444,2322,828,58,4655,995,144,256,6057,52,53,21,3,127,62,3,7,208,19,22,5,0,54,11,0,4,69,74,74,25,3,178,77,6,15,278,36,37,24,0,100,87,10,23,218,0,5,0,0,3,4,0,0,9,5,3,3,3,17,10,3,0,32,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,4,44,42,33,3,119,110,17,19,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1558,2442,888,67,4958,1181,165,294,6596,1354,2271,769,56,4449,870,154,242,5712,55,94,45,6,191,78,5,4,278,13,35,7,0,58,10,0,5,72,65,130,52,3,249,84,5,7,349,110,131,76,12,329,217,34,26,608,0,0,0,0,0,0,0,0,0,0,0
213051363,365,477,270,42,1151,348,122,85,1709,4,4,0,0,12,6,5,0,23,16,15,4,0,25,5,5,0,38,14,16,9,0,40,10,11,4,62,23,23,15,3,59,46,15,7,123,0,3,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,23,23,15,3,61,53,15,7,126,8,0,0,0,11,45,0,20,71,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,10,44,0,23,77,0,0,0,0,0,0,0,0,0,407,522,285,42,1261,452,140,116,1973,485,973,302,52,1812,379,132,128,2455,73,94,10,0,180,58,20,18,272,55,60,15,12,141,25,17,4,181,124,156,28,12,317,84,32,24,459,6,9,7,0,25,11,0,0,38,0,0,0,0,0,0,0,0,0,0,0
213051368,807,1119,332,30,2284,568,69,75,2996,56,53,35,5,146,85,7,7,241,33,33,24,3,94,28,5,3,132,93,85,58,3,242,108,14,7,371,71,40,56,4,174,233,25,8,436,4,0,0,0,11,10,0,0,27,12,9,19,0,44,70,4,5,121,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,0,88,55,74,3,226,317,29,18,591,11,0,3,0,17,43,0,16,79,0,0,0,0,0,0,0,7,7,0,0,0,0,3,0,0,0,3,13,3,3,0,25,43,0,25,89,0,0,0,0,0,0,0,0,0,1002,1263,462,48,2772,1042,110,121,4044,828,1129,360,34,2351,657,73,145,3225,136,139,96,4,372,304,26,46,748,42,46,30,5,121,53,9,13,202,178,183,121,6,493,354,39,60,950,0,3,3,3,14,9,0,7,29,8,0,0,0,9,9,0,0,17,16,3
213051464,456,1063,122,19,1659,137,32,67,1897,17,16,3,0,33,6,3,0,43,43,42,10,0,95,15,4,7,128,59,59,17,0,131,19,7,6,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1120,132,19,1788,157,43,82,2066,684,1767,314,32,2796,238,65,179,3280,30,47,8,0,84,15,3,4,116,115,181,36,5,336,63,17,34,443,140,227,45,7,421,81,20,40,561,9,27,3,0,30,7,0,0,38,0,0,0,0,0,0,0,0,0,0,0
213051466,529,972,113,36,1644,185,63,87,1991,8,5,0,0,13,0,5,0,12,35,47,8,0,86,16,5,3,120,43,48,8,6,95,16,8,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,571,1020,116,38,1747,206,70,90,2119,693,2223,323,36,3266,285,94,162,3806,72,205,23,4,302,38,4,5,352,61,127,19,3,209,54,18,7,289,132,329,40,11,516,83,20,15,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213051467,1229,2010,1011,68,4322,1207,151,253,5932,118,74,74,9,276,252,21,32,585,7,27,15,4,51,19,10,3,77,126,99,90,13,326,266,28,41,664,63,54,42,4,170,118,13,16,315,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,..,..,..,..,..,..,..,..,..,0,0,5,0,5,0,0,0,5,67,57,47,4,176,126,13,16,323,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,5,0,8,3,0,3,13,0,0,0,0,3,0,0,0,3,1422,2168,1153,86,4826,1601,192,307,6926,1190,2046,938,78,4255,1194,174,326,5954,166,219,126,5,523,363,22,80,982,29,45,27,3,102,31,12,8,150,196,263,155,7,622,395,32,82,1130,0,3,0,0,10,11,3,9,30,0,0,0,0,0,0,0,0,0,0,0
213051468,777,1396,470,31,2680,562,95,162,3501,5,7,8,0,22,14,0,4,43,0,3,0,0,6,0,0,0,7,11,11,8,0,30,16,4,4,53,53,30,45,5,129,160,15,33,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,53,33,44,5,137,164,15,37,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1446,522,36,2847,740,117,203,3904,904,1448,436,28,2809,626,91,153,3687,84,69,47,3,217,177,12,20,428,32,25,12,0,67,23,6,6,102,114,98,65,3,283,204,15,24,528,15,19,18,0,57,36,5,5,102,0,0,0,0,0,0,0,0,0,0,0
213051579,293,526,144,19,982,143,28,50,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,531,144,19,980,143,28,50,1201,370,1013,228,18,1625,198,41,83,1952,3,11,4,0,17,5,0,0,20,5,0,0,0,4,0,0,0,3,7,9,4,0,16,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213051580,721,2149,309,25,3201,344,78,67,3686,15,14,5,4,30,9,6,5,49,49,101,31,0,184,31,10,9,229,64,109,36,3,220,41,15,15,280,80,27,13,0,115,49,11,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,81,27,13,0,119,49,11,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,856,2292,356,29,3532,430,102,83,4148,687,2130,381,31,3230,356,85,130,3803,101,78,15,0,195,87,3,9,293,55,108,47,3,207,54,9,10,280,154,185,59,3,404,140,11,19,576,39,37,12,0,96,76,8,4,185,0,0,0,0,0,0,0,0,0,0,0
213051581,503,1042,140,29,1719,208,76,53,2055,15,9,4,3,30,15,0,3,46,4,0,5,0,13,4,0,0,12,19,14,3,3,38,13,0,0,60,13,5,0,0,13,16,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,13,5,0,0,13,16,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1055,151,36,1768,237,80,62,2151,393,1380,198,32,2004,160,49,90,2306,34,102,18,0,153,18,4,4,181,35,42,14,0,91,23,8,11,130,70,144,27,0,246,37,7,19,314,10,13,3,0,29,15,4,0,47,0,0,0,0,0,0,0,0,0,0,0
213051582,34,44,0,0,74,9,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,34,42,0,0,77,10,0,7,100,28,30,9,0,69,14,3,19,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213051583,1044,2176,526,63,3806,528,130,179,4637,36,59,28,6,123,31,7,9,166,4,0,5,0,16,0,0,5,18,41,57,34,12,139,32,9,13,185,5,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,2232,559,70,3952,560,137,185,4843,958,3455,597,58,5067,388,100,225,5783,195,456,86,15,748,146,6,39,939,41,64,22,4,135,42,6,6,190,240,524,107,15,884,191,13,40,1128,7,14,4,0,21,13,4,17,63,0,0,0,0,0,0,0,0,0,0,0
213051584,20,26,6,0,62,9,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,6,0,62,9,0,4,70,15,15,0,0,33,8,5,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213051585,403,901,241,15,1566,211,44,148,1969,53,11,20,0,85,36,0,0,126,0,0,5,0,7,9,0,0,16,55,11,23,0,93,44,0,0,145,9,0,0,0,14,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,0,0,0,14,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,915,268,19,1671,273,49,151,2143,365,1257,260,19,1895,213,36,123,2263,173,266,64,8,516,137,13,34,702,11,28,13,0,55,12,6,9,81,184,297,80,6,572,145,18,42,781,0,0,0,0,0,0,0,0,0,12,0,0,0,11,16,0,0,27,0,0
213051586,0,9,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,9,0,3,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213051587,167,289,52,10,517,71,23,28,640,0,5,0,0,7,0,0,0,7,13,31,10,5,53,12,9,7,80,18,37,10,5,60,12,10,7,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,325,58,9,574,87,36,34,721,352,823,105,18,1304,139,47,90,1581,34,75,9,0,118,24,4,0,145,31,44,8,0,91,22,3,5,124,64,124,19,3,209,41,7,6,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213051588,509,1010,270,43,1834,292,107,95,2334,34,26,17,3,76,24,6,5,110,3,3,3,0,10,6,0,4,15,35,28,16,3,86,31,6,7,131,55,54,28,0,131,51,4,16,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,55,54,28,0,131,51,4,16,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,1090,310,50,2052,378,115,121,2668,573,1990,298,36,2893,276,100,184,3448,321,529,132,16,1005,183,35,28,1243,29,50,11,9,95,24,0,11,128,356,582,143,23,1096,209,37,34,1372,4,7,8,4,19,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0
213051589,190,308,165,8,665,159,31,28,883,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,0,6,0,13,13,0,0,29,0,6,3,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11,6,8,4,24,13,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,315,170,14,694,170,31,39,934,215,441,223,6,891,177,27,47,1146,10,10,19,0,45,36,4,0,86,4,0,0,0,8,7,0,0,16,16,12,18,0,51,42,4,3,103,3,4,3,0,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0
213051590,876,1393,565,48,2876,583,102,147,3712,6,6,9,0,16,8,0,0,30,3,3,0,0,9,0,0,0,9,6,14,8,0,25,8,0,0,34,20,8,8,0,38,24,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,0,22,8,8,0,38,24,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,1414,579,48,2939,617,102,154,3818,821,1756,647,46,3263,645,111,183,4207,23,24,24,0,67,37,3,5,109,0,3,0,0,5,3,0,0,7,20,28,27,0,73,40,3,5,123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
214011370,1192,2160,938,73,4357,1097,222,323,5990,116,50,46,6,214,263,17,22,513,26,13,23,0,67,28,14,4,112,143,65,72,5,287,290,30,22,628,51,51,32,4,136,94,10,16,262,0,0,0,0,0,0,0,0,0,5,0,3,0,7,14,0,7,21,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,0,57,47,35,4,142,109,16,17,287,27,18,8,0,52,104,3,25,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,16,8,0,52,107,3,25,183,0,0,0,0,0,0,0,0,0,1420,2290,1058,75,4841,1601,268,386,7098,1187,2155,919,70,4330,1046,209,265,5852,241,187,147,16,596,539,45,65,1244,66,73,71,8,215,103,9,26,356,308,266,218,18,812,643,58,93,1599,8,10,5,0,16,25,0,16,61,0,0,0,0,0,0,0,0,0,0,0
